paper	citation
359671	287
359671	288
359671	289
523148	54
523148	134
523148	258
523148	976
523148	1122
523148	1875
523148	1941
523148	1950
523148	3157
523148	3158
507102	1709
507102	2490
356191	45
356191	124
356191	860
356191	1382
356191	3303
356191	247
356191	248
356191	249
356191	250
356191	251
356191	252
356191	253
356191	254
356191	255
356191	256
356191	257
356191	258
356191	259
356191	260
356191	261
399175	51
399175	130
399175	864
399175	974
399175	1720
399175	319
399175	320
399175	321
399175	322
399175	323
399175	324
399175	325
399175	326
399175	327
399175	328
399175	329
399175	330
399175	331
399175	332
399175	333
667185	2171
667185	2367
667185	1545
667185	1546
667185	1547
667185	1548
667984	2349
667984	2350
128515	2833
128515	3079
259468	2284
259468	3081
2517055	1842
2517055	3088
347189	123
347189	859
347189	903
347189	1056
347189	1256
347189	1259
347189	1719
347189	1874
347189	2620
347189	2851
347189	2838
396696	906
396696	1059
396696	3094
396696	3287
396696	2850
396696	2851
396696	2852
396696	2853
417044	131
417044	199
417044	907
417044	1060
417044	1692
417044	1721
417044	3095
417044	3352
523465	885
523465	908
523465	1133
523465	1491
523465	1582
523465	3097
523465	2301
1856384	141
1856384	333
1856384	731
1856384	911
1856384	1062
1856384	1586
1856384	2461
1856384	3021
1856384	2463
1856384	2464
1856384	2465
4317360	912
4317360	2740
4317360	3100
522694	3448
522694	1052
522694	1053
522694	1054
522694	1055
522694	1056
522694	1057
522694	1058
522694	1059
522694	1060
522694	1061
522694	1062
522541	805
522541	1061
522541	2621
522541	3096
522541	3288
578250	135
578250	865
578250	2622
1653064	1261
1653064	1841
1653064	2167
1653064	2624
168262	28
168262	110
168262	249
168262	321
168262	848
168262	963
168262	983
168262	1010
168262	1040
168262	1054
168262	1838
168262	1943
168262	3093
168262	913
168262	914
168262	915
53286	554
53286	1333
53286	1412
53286	1994
53286	885
53286	886
53286	887
2382938	1094
2382938	1136
2382938	1347
2382938	1424
2382938	1533
2382938	1620
2382938	1896
2382938	2886
2382938	3345
2382938	3394
2382938	3400
804079	479
804079	2711
804079	3267
804079	3268
804079	3269
804079	3270
804079	3271
804079	3272
804079	3273
804330	1547
804330	2422
24337	175
24337	183
24337	376
24337	1551
625141	379
625141	1357
625141	2336
625141	3069
625141	3184
667870	380
667870	1526
667870	2660
12894019	385
12894019	1826
12894019	2003
804904	2424
804904	2425
804904	2426
804904	2427
804904	2428
804904	2429
804904	2430
804904	2431
804904	2432
3350974	3073
3350974	3344
3350974	2747
3350974	2748
3350974	2749
114591	1870
114591	2568
114591	3136
114591	3334
114591	3064
114591	3065
114591	3066
114591	3067
114591	3068
114591	3069
114591	3070
114591	3071
114591	3072
114591	3073
175652	1335
175652	2252
175652	2569
175652	2909
175652	3101
175652	3137
175652	3334
175652	3335
175652	3336
175652	3337
175652	3338
175652	3339
175652	3340
175652	3341
202447	2068
202447	2253
202447	3102
202447	3343
202447	3344
2782057	367
2782057	612
2782057	1287
2782057	1389
2782057	1730
2782057	3199
2782057	3226
2782057	2740
6845	2195
6845	3383
6845	880
6845	881
6845	882
6845	883
6845	884
522774	881
522774	1063
53805	108
53805	247
53805	961
53805	1009
53805	1716
53805	2335
53805	2425
53805	2567
53805	2747
53805	2838
53805	3064
53805	1355
53805	1357
53805	1358
53805	1359
53805	1360
666295	2907
761708	1746
761708	2653
761708	3210
802954	716
802954	1481
2198815	2222
1653128	730
1370513	1257
1370513	3279
1370513	803
1316967	1258
1316967	1259
1316967	1260
1316967	1261
1393006	2445
1237488	2291
353642	502
353642	595
353642	1100
353642	3514
353642	3127
353642	3128
353642	3129
353642	3130
353642	3131
353642	3132
353642	3133
353642	3134
353642	3135
365487	448
365487	503
365487	596
365487	615
365487	1154
365487	2596
365487	2605
365487	2617
668141	243
668141	349
668141	459
668141	601
668141	1108
668141	1131
668141	1161
668141	1917
668141	1936
668141	1991
668141	2056
668141	2872
668141	3133
668141	3443
781240	202
781240	244
781240	461
781240	511
781240	604
781240	619
781240	757
781240	1110
781240	1167
781240	1214
781240	1564
781240	1937
781240	1972
781240	2049
781240	2060
781240	2442
781240	2598
781240	2609
781240	2826
781240	2891
781240	2917
781240	2970
781240	2989
781240	3170
781240	3439
781240	3460
781240	3515
781240	613
781240	614
781240	615
781240	616
781240	617
781297	171
781297	226
781297	246
781297	351
781297	462
781297	605
781297	617
781297	953
781297	959
781297	1089
781297	1111
781297	1132
781297	1216
781297	1405
781297	1566
781297	1808
781297	1918
781297	1938
781297	1974
781297	1992
781297	2061
781297	2242
781297	2599
781297	2610
781297	2827
781297	2837
781297	2873
781297	3135
781297	3171
781297	3216
781297	3443
781297	2138
803881	610
803881	1116
803881	1171
803881	1219
803881	1978
803881	2065
803881	2990
803881	3173
316782	443
316782	499
316782	749
316782	1097
316782	2703
316782	2913
316782	3434
316782	2603
316782	2604
316782	2605
316782	2606
316782	2607
316782	2608
316782	2609
316782	2610
667610	1159
667610	1563
667610	2055
667610	3434
667610	3435
667610	3436
667610	3437
667610	3438
667610	3439
667610	3440
369592	169
369592	449
369592	504
369592	752
369592	1205
369592	1967
369592	2047
369592	2824
369592	1929
369592	1930
369592	1931
369592	1932
369592	1933
369592	1934
369592	1935
369592	1936
369592	1937
369592	1938
369592	1939
274292	158
274292	216
274292	235
274292	342
274292	436
274292	1398
274292	2595
274292	2834
274292	3212
274292	954
274292	955
274292	956
274292	957
274292	958
274292	959
578945	2328
578945	2329
578945	2330
578945	2331
578945	2332
1397	24
1397	106
1397	844
1397	1715
1397	12
1397	13
1397	14
1397	15
1397	16
1397	17
1397	18
1397	19
1397	20
1397	21
1397	22
139850	26
139850	109
139850	248
139850	320
139850	846
139850	962
139850	982
139850	1407
139850	1717
139850	3074
139850	3075
165882	27
165882	155
165882	847
165882	1039
165882	3299
165882	106
165882	107
165882	108
165882	109
165882	110
165882	111
165882	112
165882	113
165882	114
165882	115
165882	116
165882	117
165882	118
165882	119
165882	120
165882	121
165882	122
165882	123
165882	124
165882	125
165882	126
165882	127
165882	128
165882	129
165882	130
165882	131
165882	132
165882	133
165882	134
165882	135
165882	136
165882	137
165882	138
165882	139
165882	140
165882	141
165882	142
165882	143
213278	29
213278	111
213278	156
213278	177
213278	186
213278	215
213278	230
213278	322
213278	431
213278	952
213278	964
213278	1041
213278	1396
213278	1803
213278	2812
213278	3138
213278	3089
213278	3090
213278	3091
213278	3092
220401	30
220401	112
220401	250
220401	284
220401	771
220401	849
220401	1011
220401	1119
220401	944
220401	945
240599	32
240599	188
240599	232
240599	491
240599	743
240599	1461
261368	33
261368	114
261368	157
261368	189
261368	432
261368	851
261368	1200
261368	1963
261368	2044
261368	2702
261368	2822
261368	2910
261368	1393
261368	1394
261368	1395
261368	1396
261368	1397
261368	1398
261368	1399
261368	1400
261368	1401
261368	1402
261368	1403
261368	1404
261368	1405
261368	1406
264428	34
264428	115
264428	251
264428	324
264428	852
264428	965
264428	984
264428	1407
264428	1408
264428	1409
277470	35
277470	116
277470	252
277470	966
277470	1012
277470	1120
277470	1408
277470	3074
277470	2243
290629	36
290629	438
290629	495
290629	745
290629	1042
290629	1201
290629	1964
290629	2974
290629	150
290629	151
290629	152
290629	153
290629	154
290629	155
290629	156
290629	157
290629	158
290629	159
290629	160
290629	161
290629	162
290629	163
290629	164
290629	165
290629	166
290629	167
290629	168
290629	169
290629	170
290629	171
290629	172
290629	173
291283	37
291283	118
291283	253
291283	326
291283	854
291283	913
291283	967
291283	986
291283	1013
291283	1337
291283	1409
291283	1945
291283	2600
291283	3075
291283	1873
291283	1874
291283	1875
291283	1876
291283	1877
308795	15
308795	38
308795	119
308795	161
308795	192
308795	855
308795	3300
308795	960
308795	961
308795	962
308795	963
308795	964
308795	965
308795	966
308795	967
308795	968
308795	969
308795	970
308795	971
308795	972
308795	973
308795	974
308795	975
308795	976
308795	977
308795	978
309765	39
309765	497
309765	747
309765	2045
309765	2211
309765	3301
309765	182
309765	183
309765	184
309765	185
309765	186
309765	187
309765	188
309765	189
309765	190
309765	191
309765	192
309765	193
309765	194
309765	195
309765	196
309765	197
309765	198
309765	199
309765	200
309765	201
309765	202
311460	40
311460	120
311460	193
311460	327
311460	856
311460	968
311460	987
311460	1946
311460	3249
311460	2600
311460	2601
328176	16
328176	43
328176	121
328176	164
328176	194
328176	857
328176	969
328176	988
328176	3302
328176	2611
341138	17
341138	44
341138	122
341138	858
341138	970
341138	1044
341138	1947
341138	3250
341138	981
341138	982
341138	983
341138	984
341138	985
341138	986
341138	987
341138	988
341138	989
341138	990
341138	991
341138	992
379742	47
379742	197
379742	505
379742	753
379742	3304
379742	1460
379742	1461
379742	1462
380243	48
380243	126
380243	255
380243	329
380243	862
380243	972
380243	990
380243	1949
380243	1009
380243	1010
380243	1011
380243	1012
380243	1013
380243	1014
380243	1015
380243	1016
386505	49
386505	128
386505	198
386505	506
386505	991
386505	2048
386505	2299
386505	3252
386505	3459
386505	2289
388457	50
388457	129
388457	3305
388457	1943
388457	1944
388457	1945
388457	1946
388457	1947
388457	1948
388457	1949
388457	1950
422502	52
422502	132
422502	256
422502	330
422502	1832
422502	3389
422502	3390
422502	3391
522638	53
522638	133
522638	257
522638	331
522638	944
522638	975
522638	1015
522638	1121
522638	2243
667815	20
667815	55
667815	136
667815	259
667815	977
667815	1722
667815	1119
667815	1120
667815	1121
667815	1122
667815	1123
667815	1124
706522	56
706522	137
706522	260
706522	289
706522	772
706522	915
706522	978
706522	1016
2370942	57
2370942	173
2370942	1048
2370942	3307
2370942	844
2370942	845
2370942	846
2370942	847
2370942	848
2370942	849
2370942	850
2370942	851
2370942	852
2370942	853
2370942	854
2370942	855
2370942	856
2370942	857
2370942	858
2370942	859
2370942	860
2370942	861
2370942	862
2370942	863
2370942	864
2370942	865
2370942	866
2370942	867
12711121	2352
12711121	2382
667277	455
667277	1210
667277	2890
667277	2915
667277	3167
821052	1172
821052	2901
578592	1342
578592	1525
578592	3068
578592	3392
578592	2884
578592	2885
578592	2886
578442	170
578442	225
578442	1813
578442	1871
578442	2188
578442	3067
578442	3092
578442	3424
1606	150
1606	208
1606	428
1606	1037
1606	2042
1606	1798
1606	1799
1606	1800
1606	1801
1606	1802
1606	1803
1606	1804
1606	1805
1606	1806
1606	1807
1606	1808
1606	1809
3187	151
3187	209
3187	337
3187	429
3187	1095
3187	2701
3187	2821
3187	2908
8290	211
8290	430
8290	1952
8290	2043
8290	3114
261791	233
261791	285
261791	340
261791	433
261791	493
261791	613
261791	1087
261791	2865
261791	3118
261791	3128
264644	234
264644	341
264644	434
264644	1127
264644	1397
266708	178
266708	190
266708	435
266708	494
266708	744
266708	946
266708	1462
266708	2570
289865	13
289865	159
289865	217
289865	236
289865	437
289865	1869
289865	1870
289865	1871
289865	1872
307475	191
307475	439
307475	496
307475	746
307475	1014
307475	2427
307475	174
307475	175
307475	176
307475	177
307475	178
307475	179
307475	180
307475	181
321786	163
321786	179
321786	219
321786	444
321786	1805
321786	2813
323646	445
323646	500
323646	750
323646	1098
323646	2604
323646	2704
323646	2914
323646	3435
323646	2821
323646	2822
323646	2823
323646	2824
323646	2825
323646	2826
323646	2827
349181	167
349181	346
349181	446
349181	1099
349181	1204
349181	1401
349181	1932
349181	1966
349181	1988
349181	229
349181	230
349181	231
349181	232
349181	233
349181	234
349181	235
349181	236
349181	237
349181	238
349181	239
349181	240
349181	241
349181	242
349181	243
349181	244
349181	245
349181	246
413656	451
413656	1206
413656	1968
413656	337
413656	338
413656	339
413656	340
413656	341
413656	342
413656	343
413656	344
413656	345
413656	346
413656	347
413656	348
413656	349
413656	350
413656	351
522441	223
522441	347
522441	452
522441	508
522441	754
522441	1207
522441	1933
522441	1969
522441	2607
522441	1986
522441	1987
522441	1988
522441	1989
522441	1990
522441	1991
522441	1992
565627	239
565627	348
565627	453
565627	3131
565627	2865
565627	2866
565627	2867
565627	2868
565627	2869
565627	2870
565627	2871
565627	2872
565627	2873
667489	456
667489	510
667489	756
667489	2705
667489	2766
667489	2916
667489	3168
667489	2042
667489	2043
667489	2044
667489	2045
667489	2046
667489	2047
667489	2048
667489	2049
667489	2050
667489	2051
667873	241
667873	457
667873	1107
667873	1935
667873	1990
667873	1125
667873	1126
667873	1127
667873	1128
667873	1129
667873	1130
667873	1131
667873	1132
668073	181
668073	201
668073	242
668073	458
668073	957
668073	2790
668073	1551
668073	1552
668073	1553
668193	460
668193	1495
668193	1953
668193	2514
668193	2976
668193	3181
802543	553
802543	3164
667577	618
667577	1106
667577	1211
667577	2706
667577	2967
667577	3169
667577	2908
667577	2909
667577	2910
667577	2911
667577	2912
667577	2913
667577	2914
667577	2915
667577	2916
667577	2917
667577	2918
667577	2919
781294	245
781294	350
781294	616
781294	620
781294	958
781294	1088
781294	1215
781294	1404
781294	1973
781294	2138
781294	2241
781294	2836
781294	3134
781294	3215
868284	2192
868284	2193
868284	2194
776307	2701
776307	2702
776307	2703
776307	2704
776307	2705
776307	2706
776307	2707
776307	2708
54013	1494
54013	2973
54013	3180
54013	2514
788478	2973
788478	2974
788478	2975
788478	2976
1378844	1278
1378844	1279
1378844	1280
1378844	1281
1378844	1282
1378844	1283
1378844	1284
1378844	1285
1378844	1286
1378844	1287
1378844	1288
780793	357
780793	563
780793	833
780793	1191
780793	2103
780793	2106
780793	2644
780793	2716
780793	2962
357300	1858
357300	3161
357300	3221
787028	2026
885739	1833
885739	2142
885739	3389
1796031	140
1796031	867
1796031	1585
1796031	1829
1796031	1835
1796031	2143
1796031	2460
1796031	2464
1796031	2739
1796031	3020
1796031	3049
2378808	143
2378808	1837
2378808	2144
2378808	3051
2378808	3391
586510	393
578984	3162
162494	2528
162494	3233
162494	2237
3922494	3272
3922494	3421
3922494	3470
3922494	3519
3922494	3520
3922494	3521
696118	2095
696118	2096
237799	113
237799	850
237799	1336
237799	1579
237799	2254
237799	2426
237799	2567
237799	2568
237799	2569
237799	2570
237799	2571
237799	2572
237799	2573
237799	2574
237799	2575
237799	2576
237799	2577
579330	1134
579330	1344
579330	1492
579330	2301
579330	2573
579330	2658
1326629	3286
1326629	3287
1326629	3288
257987	339
257987	492
257987	1086
257987	1126
257987	2830
257987	950
257987	951
257987	952
257987	953
694496	491
694496	492
694496	493
694496	494
694496	495
694496	496
694496	497
694496	498
694496	499
694496	500
694496	501
694496	502
694496	503
694496	504
694496	505
694496	506
694496	507
694496	508
694496	509
694496	510
694496	511
694496	512
694496	513
331067	2240
331067	3213
331067	2833
331067	2834
331067	2835
331067	2836
331067	2837
346176	166
346176	220
346176	237
346176	345
346176	614
346176	954
346176	1400
346176	1806
346176	1987
346176	2867
346176	3129
346176	3114
346176	3115
346176	3116
346176	3117
346176	3118
346176	3119
742198	3211
742198	3212
742198	3213
742198	3214
742198	3215
742198	3216
695146	1148
781601	2397
155402	875
155402	1093
155402	2153
155402	2258
155402	2493
155402	2579
155402	2613
155402	3268
155402	3323
62185	1670
62185	2370
62185	2958
694958	1137
1240531	1828
1240531	1834
1240531	2738
1240531	3018
1240531	3019
1240531	3020
1240531	3021
1240531	3022
667477	3023
667477	2656
781286	3455
781286	3456
1265944	743
1265944	744
1265944	745
1265944	746
1265944	747
1265944	748
1265944	749
1265944	750
1265944	751
1265944	752
1265944	753
1265944	754
1265944	755
1265944	756
1265944	757
1265944	758
74288	154
74288	214
74288	950
74288	1083
74288	1394
74288	1802
74288	1812
74288	1914
74288	2617
74288	3091
74288	3323
74288	2517
190594	229
190594	338
190594	1084
190594	1125
190594	1916
190594	1929
190594	2346
190594	3117
190594	3320
227434	187
227434	231
227434	1085
227434	1460
227434	1552
227434	1920
227434	2789
227434	946
694415	1554
694415	1555
695102	3201
771179	775
771179	2102
771179	2685
771179	2733
771179	562
771179	563
771179	564
771179	565
771179	566
771179	567
1403402	1299
781058	834
781058	2104
781058	2674
781058	2962
781058	2963
1934993	3289
1301841	3509
1332517	3030
721322	2367
721322	2368
721322	2369
484701	2299
484701	2300
1795700	1583
1795700	3018
1795700	3158
1795700	2459
1795700	2460
1795700	2461
1795700	2462
1796008	1584
1796008	2459
1796008	2463
1796008	3019
1796008	3035
259984	2964
259984	3211
259984	2240
259984	2241
259984	2242
1344634	1270
1344634	1271
4573196	3463
773057	2956
773057	2101
773057	2102
773057	2103
773057	2104
501	2265
501	2578
501	2612
501	2752
501	3120
501	3519
501	875
501	876
501	877
501	878
14415033	878
14415033	2269
14415033	2582
14415033	2754
14415033	3121
14415033	3521
14415033	2493
14415033	2494
14415033	2495
729593	1745
729593	2731
729593	3209
729593	559
1653012	1747
1653012	2619
2168411	559
2168411	1748
27225	153
27225	212
27225	1800
27225	1869
27225	2810
27225	3089
27225	3115
27225	3127
27225	3246
27225	1811
27225	1812
27225	1813
51625	213
51625	1393
51625	1801
51625	1811
51625	2517
51625	2811
51625	3090
51625	3116
51625	3247
290240	160
290240	218
290240	1399
290240	1804
290240	2810
290240	2811
290240	2812
290240	2813
290240	2814
794418	172
794418	227
794418	1406
794418	1809
794418	1872
794418	2814
794418	3246
794418	3247
1406549	2050
1406549	2154
694942	2351
694942	2352
602747	2574
602747	2335
602747	2336
602747	2337
602747	2338
602747	2339
1247924	1360
1247924	2339
1247924	2577
1247924	3184
1247924	3442
1252563	2195
1252563	2196
1252563	2197
1252563	2198
499345	1491
499345	1492
499345	1493
791515	2151
791515	2152
2186894	2462
2186894	2465
2186894	3022
2186894	3035
2186894	3050
771952	3453
771952	2370
771952	2371
15308423	2496
15308423	2497
4418480	1323
4418480	1326
4418480	2732
4418480	3274
43429	2234
268540	286
268540	325
268540	985
268540	1258
268540	2850
268540	3352
344702	195
344702	287
344702	501
344702	751
344702	1919
344702	1920
1653038	22
1653038	139
1653038	879
1653038	945
1653038	1124
1653038	1723
1653038	1877
1653038	3031
1653038	3157
4442638	2490
257643	323
1345549	1715
1345549	1716
1345549	1717
1345549	1718
1345549	1719
1345549	1720
1345549	1721
1345549	1722
1345549	1723
19495	2349
1312188	1256
1312188	1257
1866	2266
1866	3267
4006	174
4006	182
4006	1799
4006	2424
4006	879
1867100	884
1867100	2198
399605	1886
399605	3383
399605	3384
729013	3209
729013	3210
486539	1481
1305137	3279
1380914	3514
1380914	3515
329222	165
329222	344
329222	1128
329222	1931
329222	1986
329222	2866
329222	1914
329222	1915
329222	1916
329222	1917
329222	1918
1358176	2442
289981	14
289981	117
289981	853
289981	1718
289981	1873
289981	2611
1343715	21
1343715	138
1343715	866
1343715	992
1343715	1123
1343715	1876
1343715	3031
2374559	142
2374559	1836
2374559	3390
2374559	2738
2374559	2739
1281145	771
1281145	772
98310	176
98310	184
98310	951
98310	1395
98310	1915
98310	2345
98310	3320
194204	185
194204	1919
194204	2789
194204	2790
667261	180
667261	200
667261	2871
667261	2345
667261	2346
1300437	2211
84625	1832
84625	1833
84625	1834
84625	1835
84625	1836
84625	1837
2841349	1553
578871	3180
578871	3181
803012	2918
1943607	832
1943607	833
1943607	834
1943607	835
776216	562
776216	776
776216	1246
776216	2443
776216	2686
776216	2715
776216	2106
505058	832
505058	2101
505058	2644
781298	1679
781298	2712
781298	2713
781298	2714
781298	2715
781298	2716
781298	2717
11166409	513
11166409	758
802609	877
802609	2495
802609	2581
802609	2616
802609	2153
329443	876
329443	2267
329443	2494
329443	2615
329443	2258
251479	2614
251479	2578
251479	2579
251479	2580
251479	2581
251479	2582
343261	2268
343261	2612
343261	2613
343261	2614
343261	2615
343261	2616
1253170	1670
1253170	1671
1277403	3023
1292059	565
1292059	1179
1292059	1249
1292059	2373
1292059	2675
1292059	2698
1292059	1234
1292059	1235
1292059	1236
1292059	1237
2733557	566
2733557	738
2733557	1254
2733557	2208
2733557	2466
2733557	2723
2733557	1764
11775251	567
11775251	820
11775251	1185
11775251	1737
11775251	2699
1289359	2734
1289359	774
1289359	775
1289359	776
1289359	777
773557	1678
773557	2685
773557	2686
773557	2687
1399217	2733
1399217	2734
697046	2674
697046	2675
697046	2676
697046	2677
463071	1270
773162	2956
773162	2957
345659	2580
345659	2265
345659	2266
345659	2267
345659	2268
345659	2269
1354572	2731
1354572	2732
771160	1671
771160	2371
771160	3512
712755	785
712755	2497
712755	3017
712755	3039
712755	3275
2412251	1323
4227766	1326
308079	1886
308079	1887
206633	3384
885385	835
885385	3029
1296449	1246
1296449	1247
1296449	1248
1296449	1249
1296449	1250
1296449	1251
1384690	2443
1267744	1677
1267744	1678
1267744	1679
772116	1677
772116	2712
772116	2683
772116	2684
772439	2683
772439	2713
772439	1175
772439	1176
772439	1177
772439	1178
772439	1179
772439	1180
772439	1181
774665	1175
774665	2684
774665	2714
774665	2372
774665	2373
774665	2374
774665	2375
1299056	1180
1299056	1235
1299056	1250
1299056	2374
1299056	2717
1299056	2210
1243177	777
1243177	1178
1243177	1234
1243177	1248
1243177	1269
1243177	1276
1243177	3028
1243177	3032
1243177	3501
1243177	3511
1243177	3516
1302891	793
1302891	1236
1302891	1251
1302891	2676
1302891	3522
1302891	3028
2853108	804
2853108	1237
2853108	2210
2853108	2375
2853108	2725
2853108	3033
774991	1182
774991	1731
774991	2199
774991	2698
774991	2699
1253523	732
1253523	733
1253523	734
1253523	735
1253523	736
1253523	737
1253523	738
1253523	739
1253523	740
1253523	741
1253523	742
1298854	1252
1298854	1253
1298854	1254
1298854	1255
5946498	740
5946498	782
5946498	1233
5946498	1255
5946498	1764
5946498	2467
5946498	3037
5946498	3294
1283751	2206
1283751	2207
1283751	2208
1283751	2209
1920427	2466
1920427	2467
864845	2723
1393794	815
1393794	816
1393794	817
1393794	818
1393794	819
1393794	820
775685	1732
775685	1182
775685	1183
775685	1184
775685	1185
1385420	1731
1385420	1732
1385420	1733
1385420	1734
1385420	1735
1385420	1736
1385420	1737
118400	774
821474	2687
3798214	1181
3798214	2677
773728	2957
1362002	3512
1341338	785
869244	3017
2068380	3039
870313	3275
774879	1887
1323060	3029
804385	1176
804385	1247
804385	2372
931001	1177
931001	2700
1334248	1269
1365800	1276
1379046	3032
1379046	3033
1276676	3501
1341412	3511
1381733	3516
1350909	792
1350909	793
1350909	794
1350909	795
1350909	796
6094487	3522
1391846	804
1308813	2725
1253236	2199
1253236	2200
1266974	732
1266974	869
1266974	1186
1266974	1272
1266974	1321
1266974	2220
1266974	2492
1266974	3517
1267179	733
1267179	792
1267179	870
1267179	1322
1267179	2468
2033906	734
2033906	1252
2033906	2206
2033906	3293
2033906	3502
2033906	3510
2033906	2468
2033906	2469
2054844	735
2054844	3503
2054844	3293
2054844	3294
2056856	736
2056856	780
2056856	815
2056856	1733
2056856	2213
2056856	2483
2056856	3038
2056857	737
2056857	781
2056857	794
2056857	871
2056857	1231
2056857	1253
2056857	2207
2056857	2727
2056857	1321
2056857	1322
4210568	739
4210568	872
4210568	889
4210568	1188
4210568	1274
4210568	1687
4210568	2221
4210568	2469
4210568	2750
4210568	3036
4210568	1770
6094592	741
6094592	783
6094592	795
6094592	816
6094592	1183
6094592	1232
6094592	1734
6094592	2209
6094592	2214
6094592	2484
6094618	742
6094618	796
6094618	818
6094618	873
6094618	1374
6094618	1735
6094618	2200
6094618	2485
1318915	778
1318915	779
1318915	780
1318915	781
1318915	782
1318915	783
1318915	784
1273661	1233
1928400	3036
1928400	3037
6094617	817
6094617	2735
6094617	3518
6094617	2491
10301196	784
10301196	819
10301196	1184
10301196	1736
10301196	2486
10301196	2491
10301196	3038
10301196	3292
775903	2700
2638575	869
2638575	870
2638575	871
2638575	872
2638575	873
777345	1186
777345	1187
777345	1188
777345	1189
1352925	1272
1352925	1273
1352925	1274
1352925	1275
1741431	2220
1741431	2221
6094659	2492
1917675	3517
1281968	3502
1281968	3503
1314737	3510
1304204	2212
1304204	2213
1304204	2214
2619385	2483
2619385	2484
2619385	2485
2619385	2486
824833	1231
824833	1232
1310545	2726
1310545	2727
91687	889
91687	890
1279054	779
1279054	2225
1279054	1686
1279054	1687
1279054	1688
5758136	890
5758136	1189
5758136	1275
5758136	1373
5758136	1688
5758136	1770
5758136	2751
4090701	773
4090701	1187
4090701	1273
4090701	1686
4090701	2750
4090701	2751
121823	3034
121823	1373
121823	1374
193812	778
193812	2212
193812	2726
1400043	2735
3849048	3518
1988758	3291
1988758	3292
3125782	2225
3125782	2226
1285606	773
1400313	2226
1400313	3291
1400313	3034
