paper	citation
398353	630
398353	841
398353	1540
398353	1844
398353	1927
398353	2383
398353	2944
398353	2951
398353	3011
398353	2854
398353	2855
398353	2856
3974516	1767
3974516	1768
3974516	1769
193591	2787
193591	2788
326447	270
326447	590
326447	1922
326447	3425
326447	3357
326447	3358
326447	3359
257722	1308
257722	147
257722	148
257722	149
802485	148
802485	205
802485	591
802485	1310
802709	97
802709	206
802709	715
802709	1311
802709	1846
802709	2039
802709	2525
802709	3012
1496301	1306
1496301	1307
1496301	1308
1496301	1309
1496301	1310
1496301	1311
443266	1962
772980	586
772980	587
772980	588
772980	589
772980	590
772980	591
772980	592
121622	836
121622	1312
121622	1955
176979	1313
176979	1427
176979	1956
176979	2785
176979	2786
824873	843
824873	1624
824873	1625
824873	1626
824873	1627
824873	1628
824873	1629
824873	1630
3935807	3296
3935807	3297
579334	86
579334	797
579334	1050
579334	1352
579334	1366
249863	1028
249863	1301
249863	2632
249863	2775
249863	3080
249863	3107
249863	3111
249863	3325
249863	3387
249863	3406
249863	2238
249863	2239
298363	269
298363	645
298363	1030
298363	1302
298363	1673
298363	2260
298363	2273
298363	2777
298363	3046
298363	3082
298363	2583
298363	2584
298363	2585
298363	2586
298363	2587
298363	2588
298363	2589
298363	2590
298363	2591
298363	2592
298363	2593
247625	1433
247625	947
247625	948
247625	949
386548	288
386548	1047
386548	1859
386548	2281
386548	1940
386548	1941
357773	1045
357773	2279
357773	2280
357773	2281
437720	1626
437720	1955
437720	1956
437720	1957
437720	1958
437720	1959
437720	1960
437720	1961
1309244	1707
1309244	1708
1309244	1709
1309244	1710
1309244	1711
1955753	2223
1955753	2224
804074	75
804074	634
804074	3486
804074	3487
778984	74
778984	261
778984	332
778984	663
778984	729
778984	2799
778984	2854
778984	3087
778984	3428
778984	3217
21317	81
21317	1306
21317	2511
2365783	94
2365783	1548
2365783	2882
2365783	2947
1336146	1712
1336146	1713
1336146	1714
765910	662
765910	1698
765910	2943
765910	2944
765910	2945
765910	2946
765910	2947
162802	267
162802	1768
162802	2350
162802	2977
162802	3324
162802	3375
162802	3078
162802	3079
162802	3080
162802	3081
162802	3082
162802	3083
162802	3084
162802	3085
162802	3086
162802	3087
162802	3088
84082	265
84082	1199
84082	1413
84082	2107
84082	3062
578747	278
578747	651
578747	3411
578747	3425
578747	3426
578747	3427
578747	3428
14415090	282
14415090	1848
14415090	2264
14415090	3374
356522	2128
356522	1921
356522	1922
356522	1923
356522	1924
356522	1925
356522	1926
356522	1927
356522	1928
177685	402
177685	519
177685	1064
177685	1239
177685	1753
177685	1880
177685	3280
177685	2536
177685	2537
177685	2538
177685	2539
177685	2540
177685	2541
177685	2542
177685	2543
177685	2544
177685	2545
177685	2546
177685	2547
177685	2548
123697	919
123697	2247
123697	892
123697	893
123697	894
123697	895
123697	896
123697	897
123697	898
123697	899
123697	900
166975	643
166975	2228
166975	3444
166975	901
166975	902
166975	903
166975	904
166975	905
166975	906
166975	907
166975	908
166975	909
166975	910
166975	911
166975	912
10007962	375
10007962	1081
10007962	1230
10007962	2746
10007962	2883
10007962	3183
305854	549
305854	1850
305854	2537
305854	2244
341264	407
341264	628
341264	1538
341264	1924
341264	3010
341264	3372
341264	2259
341264	2260
341264	2261
341264	2262
341264	2263
341264	2264
803773	609
803773	702
803773	1170
803773	2064
803773	2535
803773	2758
803773	3495
803773	2409
803773	2410
803773	2411
803773	2412
803773	2413
803773	2414
803773	2415
383271	905
383271	1058
383271	2620
383271	2621
383271	2622
383271	2623
383271	2624
223902	644
223902	3445
223902	3093
223902	3094
223902	3095
223902	3096
223902	3097
223902	3098
223902	3099
223902	3100
1316196	3280
1316196	3281
1316196	3282
1316196	3283
1316196	3284
1316196	3285
333054	647
333054	2540
333054	3362
333054	3363
333054	3364
333054	3365
333054	3366
334622	627
334622	1923
334622	3367
334622	3368
334622	3369
1256332	3496
1256332	3497
1256332	3498
1256332	3499
1256332	3500
283765	1029
283765	1381
283765	1857
283765	2272
283765	2585
283765	2776
283765	1411
283765	1412
283765	1413
283765	1414
283765	1415
283765	1416
283765	1417
283765	1418
283765	1419
283765	1420
283765	1421
283765	1422
283765	1423
283765	1424
283765	1425
694450	466
694450	467
694450	468
694450	469
694450	470
694450	471
694450	472
694450	473
694450	474
694450	475
694450	476
694450	477
694450	478
694450	479
803803	1469
803803	1790
803803	2032
803803	2155
803803	2156
803803	2157
803803	2158
803803	2159
803803	2160
803803	2161
803803	2162
803803	2163
803803	2164
803803	2165
803803	2166
803803	2167
803803	2168
846844	667
846844	2395
846844	2955
846844	3010
846844	3011
846844	3012
804148	2418
804148	2419
804148	2420
804148	2421
804148	2422
804148	2423
804392	365
804392	1601
804392	1613
804392	1706
804392	3006
804392	3027
804392	3208
804392	3008
804392	3009
565278	224
565278	931
565278	1341
565278	1416
565278	1518
565278	1815
565278	1995
565278	2161
565278	2187
565278	2430
565278	2587
565278	2748
565278	2832
565278	3066
565278	3140
565278	3146
565278	3187
565278	3337
565278	3343
565278	376
565278	377
565278	378
565278	379
565278	380
565278	381
565278	382
565278	383
565278	384
565278	385
170552	400
170552	1856
170552	3122
170552	3159
170552	3193
170552	3218
170552	1381
170552	1382
170552	1383
170552	1384
170552	1385
170552	1386
170552	1387
170552	1388
170552	1389
475489	1414
475489	1475
475489	1476
475489	1477
475489	1478
475489	1479
475489	1480
1259384	1672
1259384	1673
1259384	1674
1259384	1675
1259384	1676
1368352	424
1368352	1863
1368352	3126
1368352	3165
1368352	3197
1368352	3224
1368352	1726
1368352	1727
1368352	1728
1368352	1729
1368352	1730
1986	394
1986	2376
1986	2526
1986	3192
1986	3046
1986	3047
1986	3048
80995	642
80995	1334
80995	1771
80995	3060
80995	3061
1273903	759
1273903	760
1273903	761
1273903	762
1273903	763
1273903	764
1273903	765
1273903	766
1273903	767
1273903	768
1273903	769
1273903	770
1293396	1238
1293396	1239
1293396	1240
1293396	1241
1293396	1242
1293396	1243
1293396	1244
1293396	1245
695213	554
695213	555
695213	556
695213	557
695213	558
30388	64
30388	880
30388	1020
30388	1063
30388	1355
30388	1482
30388	2770
30388	3052
30388	3060
1856091	801
1856091	2907
596902	2652
596902	2653
444283	2728
444283	3155
577900	2487
577900	386
577900	387
577900	388
577900	389
577900	390
577900	391
577900	392
234595	625
234595	1536
694962	1556
694962	1557
694962	1558
694962	1559
694962	1560
1308231	1694
1308231	1695
1308231	1696
1308231	1697
1308231	1698
1308231	1699
1308231	1700
1308231	1701
1308231	1702
1308231	1703
1308231	1704
1308231	1705
1308231	1706
4442249	3040
4442249	3041
4442249	3042
4442249	3043
4442249	3044
803868	1661
803868	706
803868	707
803868	708
803868	709
803868	710
803868	711
803868	712
803868	713
803868	714
803868	715
803868	716
803868	717
803868	718
803868	719
803868	720
803868	721
803868	722
803868	723
803868	724
695296	674
695296	695
695296	709
695296	1655
695296	1696
695296	3202
695296	3203
695296	3204
695296	3205
695296	3206
695296	3207
695296	3208
1856135	98
1856135	1349
1856135	2222
296705	2815
854442	803
854442	910
854442	1260
854442	1387
854442	1729
854442	1840
854442	1894
854442	1913
854442	2229
854442	2445
854442	2547
854442	3099
854442	3366
854442	3474
854442	728
854442	729
854442	730
854442	731
429983	2290
429983	2291
781215	1166
781215	593
781215	594
781215	595
781215	596
781215	597
781215	598
781215	599
781215	600
781215	601
781215	602
781215	603
781215	604
781215	605
781215	606
781215	607
781215	608
781215	609
781215	610
781215	611
781215	612
667053	1007
667053	1372
667053	1377
667053	2005
667053	2597
667053	2608
667053	3309
667053	3437
667503	896
667503	921
667503	1378
667503	2250
667503	3045
667503	3188
667503	3310
667503	3317
667503	2052
1292051	1689
1292051	1690
1292051	1691
1292051	1692
1292051	1693
443041	466
443041	688
443041	2562
443041	2922
443041	2998
443041	2292
443041	2293
443041	2294
443041	2295
443041	2296
443041	2297
1287409	2438
1287409	2439
1287409	2440
1287409	2441
309212	440
309212	594
309212	1096
309212	1561
309212	1851
309212	1930
309212	2986
309212	2594
309212	2595
309212	2596
309212	2597
309212	2598
309212	2599
1345241	788
1345241	789
1345241	790
1345241	791
694483	2067
694483	2068
694483	2069
694483	2070
694483	2071
694483	2072
694483	2073
694483	2074
807621	1621
807621	1622
807621	1623
387023	1714
387023	1883
387023	1911
387023	2159
387023	2328
387023	2663
387023	2763
387023	3271
387023	3142
387023	3143
387023	3144
387023	3145
387023	3146
387023	3147
387023	3148
387023	3149
387023	3150
387023	3151
387023	3152
387023	3153
387023	3154
2010	1038
2010	24
2010	25
2010	26
2010	27
2010	28
2010	29
2010	30
2010	31
2010	32
2010	33
2010	34
2010	35
2010	36
2010	37
2010	38
2010	39
2010	40
2010	41
2010	42
2010	43
2010	44
2010	45
2010	46
2010	47
2010	48
2010	49
2010	50
2010	51
2010	52
2010	53
2010	54
2010	55
2010	56
2010	57
410012	72
410012	1928
410012	2636
410012	3112
410012	3385
410012	3386
410012	3387
410012	3388
2000168	1741
2000168	1742
775131	1465
775131	2533
775131	2668
775131	2768
775131	3432
775131	2376
775131	2377
775131	2378
775131	2379
775131	2380
775131	2381
775131	2382
578991	599
578991	2887
578991	2888
578991	2889
578991	2890
578991	2891
578991	2892
578991	2893
578991	2894
578991	2895
695025	3444
695025	3445
695025	3446
695025	3447
695025	3448
695025	3449
695025	3450
695025	3451
1409945	1300
1409945	1301
1409945	1302
1409945	1303
1409945	1304
1409945	1305
93884	947
93884	1437
93884	2551
93884	2626
93884	3077
122495	2236
173905	1000
586509	1635
586509	1651
586509	2896
586509	2897
586509	2898
586509	2899
586509	2900
586509	2901
586509	2902
586509	2903
325994	1882
325994	1907
325994	1908
325994	1909
325994	1910
325994	1911
325994	1912
325994	1913
1374996	2217
1374996	2218
1374996	2219
1731856	2302
4021480	1830
4021480	2304
4021480	2334
4021480	2408
4021480	2659
4021480	2981
2889872	1080
2889872	2006
1271237	1682
1271237	1683
1271237	1684
1271237	1685
60894	1512
60894	1549
60894	2645
60894	3497
121431	927
121431	1514
121431	2518
121431	2519
523079	413
523079	649
523079	930
523079	1340
523079	1415
523079	1476
523079	1516
523079	1814
523079	2586
523079	3145
523079	1994
523079	1995
523079	1996
523079	1997
523079	1998
523079	1999
523079	2000
523079	2001
523079	2002
523079	2003
523241	1517
523241	2072
523241	2518
523241	2645
523241	2646
578680	933
578680	1343
578680	1417
578680	1519
578680	1816
578680	1891
578680	1996
578680	2162
578680	2189
578680	2588
578680	2639
578680	3227
578680	1523
578680	1524
578680	1525
578680	1526
578680	1527
578680	1528
578680	1529
578680	1530
578680	1531
578680	1532
578680	1533
578680	1534
807587	938
807587	1345
807587	1420
807587	1521
807587	1821
807587	1892
807587	1999
807587	2191
807587	2591
807587	2641
807587	3228
807587	3396
807587	1620
854262	228
854262	654
854262	939
854262	1346
854262	1421
854262	1522
854262	1893
854262	2000
854262	2090
854262	2166
854262	2431
854262	2592
854262	3071
854262	3141
854262	3151
854262	3339
854262	2187
854262	2188
854262	2189
854262	2190
854262	2191
667090	1209
667090	3438
667090	428
667090	429
667090	430
667090	431
667090	432
667090	433
667090	434
667090	435
667090	436
667090	437
667090	438
667090	439
667090	440
667090	441
667090	442
667090	443
667090	444
667090	445
667090	446
667090	447
667090	448
667090	449
667090	450
667090	451
667090	452
667090	453
667090	454
667090	455
667090	456
667090	457
667090	458
667090	459
667090	460
667090	461
667090	462
667090	463
667090	464
695161	549
695161	550
695161	551
695161	552
695161	553
781317	606
781317	1112
781317	1217
781317	1567
781317	1975
781317	2194
781317	2707
781317	2892
781317	2971
781317	3172
781317	618
781317	619
781317	620
781317	621
781317	622
523372	650
523372	2869
523372	2975
523372	1494
523372	1495
2337083	426
2337083	657
2337083	1388
2337083	1619
2337083	2655
2337083	2853
2337083	3198
2337083	3225
3500566	658
3500566	2228
3500566	2229
578810	353
578810	572
578810	1156
578810	1279
578810	2053
578810	2987
578810	1090
578810	1091
578810	1092
667808	600
667808	1160
667808	2968
667808	1095
667808	1096
667808	1097
667808	1098
667808	1099
667808	1100
667808	1101
667808	1102
667808	1103
667808	1104
667808	1105
667808	1106
667808	1107
667808	1108
667808	1109
667808	1110
667808	1111
667808	1112
667808	1113
667808	1114
667808	1115
667808	1116
667808	1117
667808	1118
769227	1154
769227	1155
769227	1156
769227	1157
769227	1158
769227	1159
769227	1160
769227	1161
769227	1162
769227	1163
769227	1164
769227	1165
769227	1166
769227	1167
769227	1168
769227	1169
769227	1170
769227	1171
769227	1172
769227	1173
769227	1174
781438	359
781438	577
781438	1284
781438	2146
781438	2863
781438	1190
781438	1191
781438	1192
781438	1193
781438	1194
781438	1195
781438	1196
781438	1197
781438	1198
803727	1115
803727	1569
803727	1977
803727	2894
803727	1200
803727	1201
803727	1202
803727	1203
803727	1204
803727	1205
803727	1206
803727	1207
803727	1208
803727	1209
803727	1210
803727	1211
803727	1212
803727	1213
803727	1214
803727	1215
803727	1216
803727	1217
803727	1218
803727	1219
803727	1220
768499	1561
768499	1562
768499	1563
768499	1564
768499	1565
768499	1566
768499	1567
768499	1568
768499	1569
768499	1570
781603	361
781603	579
781603	1195
781603	3236
781603	1573
781603	1574
781603	1575
781603	1576
781603	1577
781603	1578
258795	352
258795	403
258795	1278
258795	1617
258795	1774
258795	2015
258795	2126
258795	2530
258795	3123
258795	3194
258795	3219
258795	1856
258795	1857
258795	1858
258795	1859
258795	1860
258795	1862
258795	1863
459273	1103
459273	2888
459273	1963
459273	1964
459273	1965
459273	1966
459273	1967
459273	1968
459273	1969
459273	1970
459273	1971
459273	1972
459273	1973
459273	1974
459273	1975
459273	1976
459273	1977
459273	1978
459273	1979
653612	1157
653612	1636
653612	2013
653612	2014
653612	2015
653612	2016
653612	2017
653612	2018
653612	2019
653612	2020
653612	2021
653612	2022
653612	2023
653612	2024
653612	2025
653612	2026
653612	2027
653612	2028
653612	2029
653612	2030
653612	2031
653612	2032
668103	2053
668103	2054
668103	2055
668103	2056
668103	2057
668103	2058
668103	2059
668103	2060
668103	2061
668103	2062
668103	2063
668103	2064
668103	2065
668103	2066
781629	2139
781629	2140
781629	2141
781629	2142
781629	2143
781629	2144
781273	2709
781273	2710
781273	2711
2414	1463
2414	1545
2414	2527
2414	2920
2414	3429
2414	2765
2414	2766
2414	2767
2414	2768
2414	2769
781054	393
781054	603
781054	1109
781054	1164
781054	1212
781054	2058
781054	2193
781054	2755
781054	2959
781054	2960
781054	2961
803650	2695
803650	3468
803650	2982
803650	2983
803650	2984
803650	2985
351905	408
351905	2127
351905	2531
351905	3195
351905	3122
351905	3123
351905	3124
351905	3125
351905	3126
523158	3159
523158	3160
523158	3161
523158	3162
523158	3163
523158	3164
523158	3165
668067	355
668067	1282
668067	3222
668067	3192
668067	3193
668067	3194
668067	3195
668067	3196
668067	3197
668067	3198
668067	3199
779015	3218
779015	3219
779015	3220
779015	3221
779015	3222
779015	3223
779015	3224
779015	3225
779015	3226
781353	358
781353	486
781353	576
781353	1193
781353	1283
781353	2720
781353	2936
781353	3026
781353	3232
781544	360
781544	578
781544	1783
781544	2024
781544	3233
781544	3234
781544	3235
781544	3236
781544	3237
781544	3238
578366	1776
578366	2017
578366	2532
578366	2691
578366	3465
578366	3492
578366	3418
578366	3419
578366	3420
578366	3421
578366	3422
578366	3423
803638	2694
803638	3464
803638	3465
803638	3466
803638	3467
803638	3468
803638	3469
803638	3470
803638	3471
803784	720
803784	1645
803784	2084
803784	2205
803784	2681
803784	3177
803784	3477
803784	3478
803784	3479
803784	3480
206988	68
206988	1025
206988	1055
206988	1889
206988	1908
206988	2089
206988	2762
206988	1838
206988	1839
206988	1840
206988	1841
206988	1842
238990	69
238990	293
238990	726
238990	840
238990	1428
238990	1625
238990	2095
238990	2788
824347	77
824347	725
824347	726
824347	727
2089	395
2089	901
2089	1052
2089	3286
2089	3362
2089	1333
2089	1334
2089	1335
2089	1336
2089	1337
2089	1338
2089	1339
2089	1340
2089	1341
2089	1342
2089	1343
2089	1344
2089	1345
2089	1346
2089	1347
36916	396
36916	926
36916	1411
36916	1475
36916	2155
36916	2583
36916	3142
36916	1814
36916	1815
36916	1816
36916	1817
36916	1818
36916	1819
36916	1820
36916	1821
36916	1822
36916	1823
36916	1824
36916	1825
36916	1826
124299	398
173127	401
173127	1772
173127	2013
173127	2125
173127	2529
173127	3160
282999	404
282999	2069
282999	2255
282999	2823
282999	3101
282999	3102
282999	3103
282999	3104
326455	405
326455	2070
326455	2428
326455	2252
326455	2253
326455	2254
326455	2255
326455	2256
326455	2257
330436	406
330436	1580
330436	2256
330436	2429
330436	2571
330436	3065
330436	3103
330436	3139
330436	3335
330436	2830
330436	2832
382124	410
382124	904
382124	1057
382124	1338
382124	2257
382124	2572
382124	2852
382124	3104
382124	3136
382124	3137
382124	3138
382124	3139
382124	3140
382124	3141
399072	238
399072	411
399072	450
399072	507
399072	597
399072	955
399072	1101
399072	1129
399072	1403
399072	1989
399072	2606
399072	2825
399072	2835
399072	2868
399072	3119
399072	3130
399072	3214
399072	3436
399072	1952
399072	1953
667242	414
667242	1280
667242	1464
667242	1590
667242	1695
667242	1779
667242	2020
667242	2129
667242	2925
667938	415
667938	2074
667938	3493
668262	416
668262	2078
668262	2130
668262	2163
668262	2202
781479	420
781479	533
781479	543
781479	700
781479	768
781479	1113
781479	1148
781479	1243
781479	1385
781479	1641
781479	2411
781479	2983
781479	3124
781479	3242
791675	422
791675	1579
791675	1580
791675	1581
791675	1582
803653	423
803653	1644
803653	1659
803653	1786
803653	2028
803653	3472
803653	3473
803653	3474
803653	3475
803653	3476
1266787	2435
1266787	2436
1266787	2437
427456	352
427456	353
427456	354
427456	355
427456	356
427456	357
427456	358
427456	359
427456	360
427456	361
427456	362
427456	363
427456	364
427456	365
427456	366
427456	367
565199	372
206785	480
206785	556
206785	1221
206785	1556
206785	2397
206785	3269
206785	3345
407661	482
407661	570
407661	2326
407661	3015
407661	1954
667222	469
667222	483
667222	550
667222	573
667222	2934
667222	3449
667222	2654
667222	2655
667629	484
667629	551
667629	2654
667629	1093
667629	1094
776813	485
776813	2958
803911	363
803911	488
803911	1577
803911	3237
803911	3469
803911	1616
803911	1617
803911	1618
803911	1619
772837	809
772837	568
772837	569
772837	570
772837	571
772837	572
772837	573
772837	574
772837	575
772837	576
772837	577
772837	578
772837	579
772837	580
772837	581
772837	582
772837	583
772837	584
772837	585
803840	583
803840	2864
803840	1221
803840	1222
803840	1223
803840	1224
803840	1225
786648	580
786648	2145
786648	2146
786648	2147
786648	2148
786648	2149
803984	364
803984	584
803984	1197
803984	1224
803984	1286
803984	2148
803984	2718
803984	2719
803984	2720
803984	2721
540451	2861
540451	2862
540451	2863
540451	2864
668059	354
668059	1281
668059	2861
668059	2930
668059	2931
803731	1169
803731	1788
803731	2030
803731	2063
803731	2757
803731	2986
803731	2987
803731	2988
803731	2989
803731	2990
803731	2991
3278	12
3278	25
3278	107
3278	152
3278	210
3278	319
3278	514
3278	845
3278	902
3278	960
3278	981
3278	1053
3278	1798
33734	515
33734	759
33734	1238
33734	1751
33734	2116
33734	3248
33734	3477
33734	3299
33734	3300
33734	3301
33734	3302
33734	3303
33734	3304
33734	3305
33734	3306
33734	3307
52691	516
52691	1137
52691	2416
52691	2656
52691	3455
52691	1827
52691	1828
52691	1829
52691	1830
147321	517
147321	761
147321	1878
222452	31
222452	520
222452	762
222452	1944
317730	522
317730	1755
317730	1881
317730	1909
317730	2538
317730	3363
317730	3413
317730	1888
317730	1889
317730	1890
317730	1891
317730	1892
317730	1893
317730	1894
317730	1895
317730	1896
383318	127
383318	524
383318	789
383318	863
383318	914
383318	973
383318	1339
383318	1581
383318	2071
400510	526
400510	764
400510	3306
400510	1037
400510	1038
400510	1039
400510	1040
400510	1041
400510	1042
400510	1043
400510	1044
400510	1045
400510	1046
400510	1047
400510	1048
565601	529
565601	767
565601	1036
565601	1069
565601	1331
565601	1759
565601	2545
565601	3281
578767	240
578767	454
578767	509
578767	530
578767	755
578767	956
578767	1105
578767	1130
578767	1208
578767	1562
578767	1934
578767	1970
578767	2870
578767	2960
578767	2966
578767	3132
578767	1083
578767	1084
578767	1085
578767	1086
578767	1087
578767	1088
578767	1089
695007	531
695007	1554
695007	1591
695007	1760
695007	1781
695007	2022
695007	2037
695007	2092
695007	2180
695007	2330
695007	2549
695007	2667
695007	2767
695007	3201
695007	3347
695007	3415
695007	3450
695007	2088
695007	2089
695007	2090
802347	476
802347	534
802347	2977
802347	2978
802347	2979
802347	2980
802347	2981
803149	535
803149	769
803149	2120
803149	3248
803149	3249
803149	3250
803149	3251
803149	3252
803993	546
803993	1500
803993	1725
803993	2085
803993	3190
803616	717
803616	1658
803616	1684
803616	1785
803616	1983
803616	2027
803616	2183
803616	2455
803616	688
803616	689
803616	690
803616	691
803616	692
803616	693
803616	694
803616	695
803616	696
803616	697
803616	698
803616	699
803616	700
803616	701
803616	702
803616	703
803616	704
803616	705
667173	672
667173	691
667173	1589
667173	2035
667173	2170
667173	2293
667173	2419
667173	2679
667173	2924
667173	2999
667173	3429
667173	3430
667173	3431
667173	3432
822207	564
822207	684
822207	1299
1957278	686
1957278	2963
1957278	3289
1957278	3509
3217526	2487
3217526	2488
3217526	2489
1277672	2201
1277672	2202
1277672	2203
1277672	2204
1277672	2205
579290	2108
579290	2348
579290	2512
579290	2657
579290	2859
579290	2978
579290	3086
579290	3489
579290	2333
579290	2334
65428	2515
65428	2516
522538	790
522538	1241
522538	2858
522538	2859
522538	2860
667794	2575
667794	3109
667794	2657
667794	2658
667794	2659
2143550	1867
2143550	2857
695088	2939
695088	2940
695088	2941
695088	2942
358917	2284
358917	2285
303278	1031
303278	1303
303278	3106
303278	3107
303278	3108
804360	2135
804360	2342
804360	2979
804360	3044
804360	3488
804360	3489
804360	3490
12250101	705
12250101	814
12250101	1082
12250101	1649
12250101	1685
803819	1145
803819	1152
803819	2941
803819	3030
803819	3484
803819	2416
803819	2417
668461	807
668461	1151
668461	2036
668461	2294
668461	2368
668461	2940
803059	608
803059	1467
803059	1546
803059	1618
803059	2133
803059	2534
803059	3420
803737	362
803737	581
803737	1092
803737	1196
803737	1223
803737	1285
803737	1468
803737	2147
854976	1470
854976	3013
854976	3014
854976	3015
854976	3016
4498446	464
4498446	512
4498446	1118
4498446	1220
4498446	1473
4498446	1939
4498446	1979
4498446	2051
4498446	2300
4498446	2415
4498446	2708
4498446	2919
4498446	3462
7035998	1288
7035998	1474
7035998	3191
7035998	3423
3877169	1765
3877169	1766
667624	692
667624	707
667624	3000
667624	2920
667624	2921
667624	2922
667624	2923
667624	2924
667624	2925
667624	2926
667624	2927
667624	2928
667624	2929
1392867	805
1392867	806
1392867	807
1392867	808
1392867	809
1392867	810
1392867	811
1392867	812
1392867	813
1392867	814
701791	1163
701791	1592
701791	1697
701791	2057
701791	2097
701791	2098
701791	2099
667951	693
667951	1498
667951	1607
667951	2926
667951	3187
667951	3188
667951	3189
667951	3190
667951	3191
667708	1637
667708	1653
804077	813
804077	1663
804077	2315
804077	2456
804077	3262
802548	1244
802548	1761
802548	2141
802548	1583
802548	1584
802548	1585
802548	1586
694579	2672
694579	2673
781268	1565
781268	2964
781268	2965
781268	2966
781268	2967
781268	2968
781268	2969
781268	2970
781268	2971
781268	2972
565365	598
565365	1104
565365	1155
565365	2192
565365	2889
565365	2965
565365	3166
565365	3167
565365	3168
565365	3169
565365	3170
565365	3171
565365	3172
565365	3173
565365	3174
15213494	2755
15213494	2756
15213494	2757
15213494	2758
15213494	2759
2178022	383
2178022	942
2178022	1532
2178022	1824
2178022	1885
2178022	1895
2178022	2432
2178022	2433
2178022	2642
2178022	2660
2178022	2885
2178022	3154
2178022	3399
780899	2093
780899	2096
780899	2331
780899	2380
780899	2992
780899	3025
780899	3348
780899	3227
780899	3228
1326119	2114
1326119	3454
803880	2121
803880	2134
803880	2165
1365023	1724
1365023	1725
929093	3492
929093	3493
929093	3494
929093	3495
802792	1271
802792	1499
802792	2182
802792	2421
802792	3440
802792	3459
802792	3460
802792	3461
802792	3462
802792	3463
804116	723
804116	2296
804116	2369
804116	2929
804116	2169
804116	2170
804116	2171
804116	2172
803959	2172
803959	3482
803959	3483
803959	3484
803959	3485
1385216	2316
1385216	3263
1385216	3285
578648	2449
578648	3253
578648	3257
404735	2664
404735	3414
10547115	2670
10547115	3417
10547115	3476
1299556	3024
1299556	3025
1299556	3026
1299556	3027
171811	2688
171811	2526
171811	2527
171811	2528
171811	2529
171811	2530
171811	2531
171811	2532
171811	2533
171811	2534
171811	2535
348722	2689
348722	2753
348722	3270
348722	3418
348722	3464
348722	3520
348722	3120
348722	3121
4317239	2697
4317239	3273
4317239	3422
4317239	3471
4317239	2752
4317239	2753
4317239	2754
578456	571
578456	2718
578456	2324
578456	2325
578456	2326
578456	2327
786953	2150
1971	1712
1971	1888
1971	1907
1971	2088
1971	2762
1971	2763
1971	2764
6101749	1327
6101749	1328
2079140	1743
2079140	1744
2079140	1745
2079140	1746
2079140	1747
2079140	1748
21223	1743
21223	2100
696403	2355
367956	19
367956	2618
367956	2619
697092	808
697092	1325
697092	1555
697092	3456
697092	3483
738636	560
2464929	868
312702	41
312702	162
312702	343
312702	442
312702	498
312702	748
312702	1043
312702	1203
312702	2603
312702	2912
312702	2959
312702	208
312702	209
312702	210
312702	211
312702	212
312702	213
312702	214
312702	215
312702	216
312702	217
312702	218
312702	219
312702	220
312702	221
312702	222
312702	223
312702	224
312702	225
312702	226
312702	227
312702	228
696402	2353
696402	2354
803603	2351
803603	2640
803603	3451
803603	3461
803603	2154
803797	582
803797	1576
803797	2327
803797	2721
803797	3016
803797	3481
236346	1571
236346	1616
236346	2237
236346	1849
236346	1850
236346	1851
236346	1852
236346	1853
499339	928
499339	1383
499339	1523
499339	1726
499339	3047
499339	3392
499339	3393
499339	3394
499351	377
499351	929
499351	1524
499351	2160
499351	3336
499351	3395
499351	3396
499351	3397
499351	3398
499351	3399
499351	3400
667941	381
667941	934
667941	1358
667941	1527
667941	1675
667941	1817
667941	2110
667941	2337
667941	2576
667941	2932
667941	3062
667941	3070
667941	3442
668224	935
668224	1528
668224	1818
668224	1997
668224	2190
668224	3148
668224	2932
668224	2933
668245	882
668245	886
668245	936
668245	1419
668245	1478
668245	1529
668245	1819
668245	1998
668245	2196
668245	2329
668245	2379
668245	2589
668245	3149
668245	3338
668245	3395
668245	1133
668245	1134
668245	1135
668245	1136
854742	382
854742	940
854742	1135
854742	1359
854742	1422
854742	1479
854742	1493
854742	1530
854742	1822
854742	2001
854742	2338
854742	2749
854742	2884
854742	2933
854742	3072
854742	3152
854742	3393
854742	3397
854742	3424
854742	2433
1247921	883
1247921	887
1247921	941
1247921	1423
1247921	1480
1247921	1531
1247921	1823
1247921	1862
1247921	2002
1247921	2197
1247921	2332
1247921	2381
1247921	2593
1247921	3153
1247921	3340
1247921	3398
3637651	384
3637651	943
3637651	1425
3637651	1534
3637651	1825
3637651	2168
3637651	3341
310841	441
310841	1202
310841	1852
310841	1965
310841	2046
310841	2410
310841	2911
310841	3166
310841	3220
310841	3355
310841	3356
780426	2151
780426	2107
780426	2108
780426	2109
780426	2110
578788	2347
13957	1019
13957	1827
13957	2139
13957	2948
13957	3049
13957	3050
13957	3051
773739	1571
773739	1572
790892	2152
790892	3412
790892	1199
189131	3342
766065	3452
766065	3453
766065	3454
201105	291
201105	838
201105	2496
237951	292
237951	839
237951	1624
2060441	295
2060441	1855
2060441	1960
246893	1854
246893	1855
403985	727
403985	2643
822416	2730
822416	3274
43866	586
43866	2234
145862	948
145862	3077
200938	949
200938	2551
359671	18
359671	46
359671	125
359671	168
359671	196
359671	221
359671	254
359671	328
359671	447
359671	861
359671	971
359671	989
359671	1046
359671	1402
359671	1807
359671	1839
359671	1910
359671	1948
359671	2280
359671	2289
359671	2353
359671	2601
359671	3251
359671	3364
359671	284
359671	285
359671	286
